OTU	Test-Statistic	P	FDR_P	Bonferroni_P	February_mean	October_mean	March_mean	August_mean	September_mean	January_mean	June_mean	April_mean	May_mean	December_mean	November_mean	July_mean	taxonomy
2498994	78.4006720448	3.00531051138e-12	3.00968187212e-09	3.31065005933e-08	0.5	0.0606060606061	0.0679611650485	0.169491525424	0.0333333333333	0.651785714286	0.119402985075	0.0378787878788	0.0467289719626	0.146341463415	0.1	0.0891089108911	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
4454529	77.6843140611	4.13042048467e-12	3.79172600492e-09	4.55007120591e-08	0.189189189189	0.454545454545	6.77669902913	6.45762711864	1.35	0.0535714285714	1.41791044776	1.68939393939	11.4205607477	0.0487804878049	0.733333333333	1.15841584158	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__; s__
4412630	76.7066357676	6.37125318871e-12	5.39890193283e-09	7.01857251268e-08	0.0810810810811	0.515151515152	0.0873786407767	0.152542372881	0.183333333333	0.142857142857	0.149253731343	0.0151515151515	0.018691588785	0.439024390244	0.4	0.128712871287	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__
4447188	75.8532616043	9.29563327302e-12	7.31433543826e-09	1.02400696136e-07	34.5810810811	12.4545454545	22.2815533981	3.71186440678	77.2333333333	27.6339285714	15.2686567164	17.4545454545	14.523364486	52.0243902439	17.7666666667	4.71287128713	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
2599028	74.0288236032	2.08076842296e-11	1.52811632982e-08	2.29217449473e-07	0.337837837838	0.939393939394	0.368932038835	0.474576271186	0.2	1.49107142857	0.373134328358	0.439393939394	0.364485981308	7.17073170732	0.7	0.287128712871	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4483575	71.3095560731	6.88202177502e-11	4.7382719921e-08	7.58123518736e-07	0.0	0.0	0.00970873786408	0.0169491525424	0.0	0.0178571428571	0.179104477612	0.0	0.0560747663551	0.0	0.0	0.168316831683	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
152527	70.9111496884	8.19612801763e-11	5.31109095542e-08	9.02885462422e-07	0.0	0.0	0.00970873786408	0.0	0.0	0.00892857142857	0.0149253731343	0.0151515151515	0.00934579439252	0.170731707317	0.0	0.00990099009901	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__oleae
566243	70.4601512457	9.98734090123e-11	6.03310425636e-08	1.10020547368e-06	0.0540540540541	0.030303030303	0.0679611650485	0.0338983050847	0.0333333333333	0.0446428571429	0.0298507462687	0.121212121212	0.364485981308	0.19512195122	0.0	0.00990099009901	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
4462432	70.3664746253	1.04056809069e-10	6.03310425636e-08	1.14628980871e-06	3.71621621622	43.1515151515	4.99029126214	54.9322033898	42.9833333333	2.33928571429	58.8656716418	6.98484848485	34.8411214953	5.73170731707	3.73333333333	35.1683168317	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
4008562	69.6145900338	1.44606371921e-10	7.96491896539e-08	1.59298379308e-06	2.94594594595	0.0	0.0679611650485	3.54237288136	1.68333333333	0.0446428571429	0.55223880597	0.0	75.261682243	15.0243902439	0.0	5.0099009901	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
4445508	68.0997742108	2.80199890579e-10	1.46984856887e-07	3.08668199462e-06	0.0	0.0	0.0194174757282	0.0	0.0	0.0	0.0	0.0	0.00934579439252	0.121951219512	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__
4468333	67.0691100605	4.38950883616e-10	2.19794678814e-07	4.83548293391e-06	0.0	0.0	0.0291262135922	0.0847457627119	0.0	0.0	0.641791044776	0.984848484848	30.4672897196	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__
4448331	66.4210460029	5.81803026251e-10	2.7865835379e-07	6.40914213718e-06	37.4324324324	33.6060606061	107.514563107	41.4915254237	33.9166666667	37.1964285714	56.0	93.5909090909	431.271028037	82.756097561	28.9666666667	32.3564356436	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
4430952	64.9310687947	1.11028010548e-09	5.09618568416e-07	1.2230845642e-05	0.027027027027	0.0606060606061	0.0776699029126	43.4237288136	9.55	0.0446428571429	61.6119402985	2.76515151515	1.01869158879	0.634146341463	0.0	9.20792079208	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
813271	64.3841729684	1.40672497421e-09	6.19859292637e-07	1.54964823159e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0731707317073	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
4310398	63.5176576323	2.04541508108e-09	8.66626635893e-07	2.25322925332e-05	0.0540540540541	0.454545454545	0.0	0.0169491525424	0.1	0.125	0.0149253731343	0.030303030303	0.0280373831776	0.365853658537	0.233333333333	0.029702970297	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__nanceiensis
3443818	62.7920145285	2.79681651504e-09	1.14110113814e-06	3.08097307297e-05	0.202702702703	0.969696969697	0.281553398058	0.220338983051	0.383333333333	0.598214285714	0.194029850746	0.287878787879	0.859813084112	3.39024390244	0.466666666667	0.0891089108911	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
4454531	61.1095320126	5.76474822558e-09	2.26801665903e-06	6.3504466453e-05	1.22972972973	1.0	2.28155339806	2.28813559322	2.23333333333	1.11607142857	3.94029850746	1.89393939394	9.30841121495	1.87804878049	0.566666666667	1.62376237624	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
4419276	60.9179755054	6.25832141383e-09	2.37729892051e-06	6.89416686947e-05	0.337837837838	0.121212121212	0.0388349514563	7.08474576271	1.76666666667	2.99107142857	2.61194029851	2.56818181818	7.94392523364	0.0731707317073	0.0	0.287128712871	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
778142	59.3312977099	1.23389733177e-08	4.24781923991e-06	0.000135926130068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0666666666667	0.0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__
305567	59.3312977099	1.23389733177e-08	4.24781923991e-06	0.000135926130068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__; s__
1107458	59.3312273057	1.23393441973e-08	4.24781923991e-06	0.000135930215677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
189083	58.1725694508	2.0219482792e-08	6.74963098291e-06	0.000222737822436	54.6891891892	295.03030303	47.2815533981	101.898305085	40.1333333333	129.205357143	68.328358209	47.5303030303	15.308411215	24.7317073171	163.633333333	43.198019802	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
4354477	57.9212990973	2.25003345194e-08	7.29010838427e-06	0.000247863685065	0.378378378378	0.363636363636	0.281553398058	0.322033898305	0.3	0.214285714286	1.34328358209	0.424242424242	1.2523364486	0.756097560976	0.1	0.534653465347	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
4301099	57.8125241701	2.35653136776e-08	7.41701415636e-06	0.000259595495472	0.0	1.24242424242	0.0	20.186440678	3.31666666667	0.0	10.0	1.28787878788	4.7476635514	0.0731707317073	0.133333333333	0.722772277228	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__
651104	57.6787776288	2.49436209207e-08	7.63274800174e-06	0.000274778928063	0.0	0.030303030303	0.0	0.0	0.0	0.0	0.0	0.0	0.00934579439252	0.0	0.1	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
4469722	56.1243885251	4.8210210679e-08	1.43536129957e-05	0.00053108368084	0.310810810811	0.454545454545	0.359223300971	0.0508474576271	0.65	0.116071428571	0.149253731343	0.25	0.0467289719626	0.463414634146	0.466666666667	0.158415841584	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica
4402735	55.7951286273	5.54095668699e-08	1.60629418063e-05	0.000610391788639	0.0675675675676	0.212121212121	0.0485436893204	0.152542372881	1.01666666667	0.0178571428571	0.268656716418	0.0681818181818	0.00934579439252	0.463414634146	0.1	0.287128712871	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__
4385479	54.6491719408	8.98396191106e-08	2.53762370288e-05	0.000989673244122	0.0540540540541	0.0606060606061	0.0970873786408	0.305084745763	1.85	0.0535714285714	3.80597014925	2.15151515152	10.5514018692	0.0487804878049	0.133333333333	27.1089108911	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
958505	53.755463128	1.30799508892e-07	3.6022184749e-05	0.00144088738996	0.0	0.121212121212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
61102	53.6373662476	1.37444363848e-07	3.69289539548e-05	0.00151408711215	0.0810810810811	0.030303030303	0.0485436893204	0.728813559322	1.06666666667	0.00892857142857	8.46268656716	0.00757575757576	0.261682242991	0.0	0.0	6.81188118812	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__citronellolis
4479405	52.7952526857	1.95583365519e-07	5.12987227275e-05	0.00215454635455	2.87837837838	3.93939393939	3.70873786408	2.83050847458	2.98333333333	4.125	4.74626865672	4.22727272727	12.3644859813	8.58536585366	2.03333333333	2.49504950495	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
678813	51.1282027906	3.91979220818e-07	0.000100419606896	0.00431804309653	0.310810810811	0.030303030303	0.106796116505	0.203389830508	0.15	1.50892857143	2.44776119403	0.439393939394	3.09345794393	0.0	0.0	1.46534653465	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
558281	50.5281244738	5.02909947003e-07	0.000125910363095	0.00554005597619	0.0810810810811	0.151515151515	0.21359223301	0.152542372881	0.1	0.125	0.194029850746	0.204545454545	0.953271028037	0.365853658537	0.0666666666667	0.0990099009901	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__
182577	50.3280733757	5.46405437626e-07	0.000133760051131	0.00601920230089	0.0945945945946	0.121212121212	0.0776699029126	0.135593220339	0.0833333333333	0.196428571429	0.0149253731343	0.0227272727273	0.00934579439252	0.146341463415	0.333333333333	0.049504950495	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
158711	50.1748880209	5.82212259704e-07	0.000139427179411	0.0064136502529	0.283783783784	0.030303030303	0.0582524271845	0.0508474576271	0.0833333333333	0.348214285714	0.119402985075	0.19696969697	0.233644859813	0.487804878049	0.133333333333	0.346534653465	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
530206	49.6202998583	7.32390315311e-07	0.000171659823691	0.00806801171347	0.027027027027	0.181818181818	0.0582524271845	0.0	0.0333333333333	0.0267857142857	0.0	0.0227272727273	0.0	0.0	0.0666666666667	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
977686	49.4254587749	7.93786643859e-07	0.000182174034766	0.00874435366875	0.0135135135135	0.0909090909091	0.0	0.0	0.0666666666667	0.0	0.044776119403	0.00757575757576	0.0	0.0	0.1	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__
769961	49.2435730617	8.55688072907e-07	0.000192372649207	0.00942625981114	0.459459459459	0.272727272727	0.320388349515	0.101694915254	0.0666666666667	0.714285714286	0.10447761194	0.25	0.158878504673	0.268292682927	0.2	0.148514851485	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4331360	49.0993411373	9.08152432166e-07	0.000200084143855	0.0100042071927	12.9864864865	17.6060606061	10.8349514563	12.7966101695	8.66666666667	8.61607142857	8.38805970149	7.90151515152	8.08411214953	23.2682926829	16.6666666667	17.3663366337	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
194380	48.7931040574	1.03033647988e-06	0.00022142330633	0.0113501866624	0.0675675675676	0.121212121212	0.834951456311	0.101694915254	0.183333333333	0.107142857143	0.149253731343	0.772727272727	0.289719626168	0.121951219512	0.133333333333	0.326732673267	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
13463	48.7583128519	1.04520805457e-06	0.00022142330633	0.0115140119292	0.0540540540541	0.848484848485	0.165048543689	1.25423728814	1.16666666667	0.0714285714286	1.23880597015	0.19696969697	1.10280373832	0.219512195122	0.0	0.792079207921	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
1000986	48.710764985	1.06587666255e-06	0.000221541458767	0.0117416973147	0.459459459459	1.24242424242	1.05825242718	4.01694915254	4.63333333333	0.651785714286	9.4328358209	3.25	2.32710280374	2.53658536585	0.366666666667	13.702970297	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
4407554	48.5884256774	1.12093459251e-06	0.000228670656872	0.0123482154711	0.0	0.0	0.00970873786408	0.0677966101695	0.116666666667	0.0	0.044776119403	0.00757575757576	0.0	0.0243902439024	0.0	0.00990099009901	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__; s__
650171	48.025937066	1.41254947308e-06	0.0002829208181	0.0155606449955	1.25675675676	20.9393939394	2.54368932039	30.4745762712	6.6	1.95535714286	37.1791044776	13.5833333333	11.2523364486	1.26829268293	0.933333333333	24.2079207921	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
900973	46.9062442996	2.23449838736e-06	0.000432183298778	0.0246152342351	0.027027027027	0.212121212121	0.00970873786408	0.135593220339	0.183333333333	0.00892857142857	0.0298507462687	0.0681818181818	0.11214953271	0.0	0.1	0.0693069306931	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__
175612	46.9043345917	2.23624255904e-06	0.000432183298778	0.0246344480304	0.391891891892	0.121212121212	2.36893203883	1.72881355932	4.01666666667	3.40178571429	0.477611940299	4.24242424242	0.700934579439	6.39024390244	0.7	1.39603960396	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__
3989856	46.6933835117	2.43743202962e-06	0.000462943986867	0.0268507512383	2.94594594595	2.66666666667	2.30097087379	2.22033898305	1.38333333333	3.8125	1.37313432836	2.72727272727	1.4953271028	4.46341463415	3.13333333333	2.71287128713	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
46026	46.1230050851	3.07547443997e-06	0.000574227566622	0.0338794264307	1.01351351351	0.181818181818	1.28155339806	3.98305084746	1.2	1.95535714286	2.49253731343	8.56818181818	9.42990654206	5.82926829268	0.766666666667	0.722772277228	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__[Chromatiaceae]; g__; s__
1121651	45.8537685001	3.43150488382e-06	0.000630024296669	0.0378014578001	0.0	0.0	0.0	0.0	0.45	0.0267857142857	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__; s__
4479467	44.9572575673	4.93687621188e-06	0.000891551284428	0.0543846283501	0.0405405405405	0.0	5.19417475728	23.813559322	2.0	4.17857142857	0.253731343284	0.0227272727273	1.30841121495	0.0243902439024	0.0	0.148514851485	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__rhizophila
518372	43.8813648048	7.62262831375e-06	0.00135436892749	0.0839708735042	0.0	0.0909090909091	0.00970873786408	0.0	0.0	0.0178571428571	0.0	0.0	0.0	0.0	0.0333333333333	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
237991	43.610728947	8.49954992324e-06	0.00148620701515	0.0936310419544	0.0	0.0	0.00970873786408	0.0	0.05	0.0	0.0	0.0227272727273	0.0	0.0	0.133333333333	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__
4232045	43.5600386339	8.67453400344e-06	0.00149310416534	0.0955586665819	10.2162162162	10.1212121212	5.14563106796	26.813559322	8.78333333333	29.2321428571	12.6268656716	15.6060606061	10.2990654206	10.2195121951	29.9	8.14851485149	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
710275	43.3492930314	9.44094943999e-06	0.00160002306201	0.104001499031	0.0135135135135	0.0909090909091	0.0194174757282	0.101694915254	1.75	0.0	70.0746268657	0.030303030303	1.23364485981	0.0	0.0333333333333	23.5643564356	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
744941	43.2760347453	9.72271738386e-06	0.00160825455206	0.107105454701	0.310810810811	0.878787878788	0.378640776699	1.0	0.783333333333	0.410714285714	1.23880597015	0.856060606061	1.17757009346	1.9756097561	0.533333333333	0.514851485149	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiohalorhabdales; f__; g__; s__
275180	43.2610147226	9.78150462855e-06	0.00160825455206	0.107753054988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0280373831776	0.0975609756098	0.0666666666667	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
367417	43.1920427028	1.00559902916e-05	0.00161241617998	0.110776789053	1.06756756757	0.393939393939	0.941747572816	0.525423728814	0.5	1.28571428571	0.492537313433	1.05303030303	0.495327102804	0.975609756098	1.03333333333	0.594059405941	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
269907	43.1812665716	1.00995566829e-05	0.00161241617998	0.111256716418	0.0540540540541	0.0909090909091	0.00970873786408	0.0	0.0	0.0803571428571	0.0149253731343	0.0	0.018691588785	0.121951219512	0.1	0.00990099009901	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
793524	43.1007770812	1.04309078992e-05	0.0016415268774	0.114906881418	0.0	0.0	0.0	0.0	0.0	0.0	0.10447761194	0.0227272727273	0.0280373831776	0.0	0.0	0.118811881188	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Helcococcus; s__
4392183	42.9780661827	1.09568168961e-05	0.00165449552857	0.120700294927	0.932432432432	1.24242424242	1.46601941748	1.72881355932	1.55	1.16071428571	2.61194029851	2.32575757576	4.1308411215	1.9756097561	1.2	1.48514851485	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
239141	42.9393777591	1.11279864794e-05	0.00165449552857	0.122585899058	0.0	0.030303030303	0.00970873786408	0.0338983050847	0.0166666666667	0.0178571428571	0.10447761194	0.0151515151515	0.158878504673	0.0	0.0333333333333	0.0594059405941	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__Thiothrix; s__
1817731	42.8759741469	1.14142245875e-05	0.00165449552857	0.125739098056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0487804878049	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
515243	42.8759741469	1.14142245875e-05	0.00165449552857	0.125739098056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0487804878049	0.0	0.0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__
2181341	42.8759232691	1.14144571688e-05	0.00165449552857	0.125741660171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0975609756098	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PYR10d3; f__; g__; s__
266478	42.8759232691	1.14144571688e-05	0.00165449552857	0.125741660171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0731707317073	0.0	0.0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
4377144	42.6894727104	1.22989623599e-05	0.00175955025139	0.135485369357	0.0	0.181818181818	0.0	0.0	0.0	0.0178571428571	0.0	0.0	0.11214953271	0.0	0.966666666667	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4392487	42.6093370589	1.26995795832e-05	0.00179357139344	0.139898568689	0.0675675675676	0.454545454545	0.0582524271845	0.152542372881	0.1	0.214285714286	0.313432835821	0.0606060606061	0.355140186916	0.292682926829	0.333333333333	0.0792079207921	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
4459196	42.4710511244	1.34213864462e-05	0.00187151889989	0.147849993092	10.4189189189	5.0303030303	6.23300970874	6.01694915254	6.45	10.3125	6.92537313433	10.7575757576	12.3831775701	11.5365853659	18.1666666667	7.30693069307	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
